Gene Name	SRR867740	SRR867737	SRR867735	SRR867739	SRR867736	SRR867738
LINC01393	2	3	2	2	5	3
STIP1P3	17	28	23	12	30	12
OR5BE1P	0	0	0	0	0	0
LINC01821	5	1	0	4	2	5
ZNF385D-AS1	0	1	2	0	0	0
LINC02476	1	2	0	0	0	1
LINC01980	0	0	0	0	0	0
SELENOKP3	0	0	0	0	0	0
NAALADL2-AS1	0	0	0	0	0	0
C2CD4D	6	3	2	3	2	5
MTCO3P20	0	1	0	0	0	0
UBE2D3P2	55	41	17	17	32	36
FAM197Y8	0	0	0	0	0	0
LINC01710	0	2	0	0	0	0
LINC01492	1	2	2	0	1	0
CCT4P2	0	0	0	0	0	0
DOCK4-AS1	11	8	3	2	4	6
RPL35P5	2	4	6	2	5	5
DRAXINP1	0	0	2	0	0	0
NCBP2-AS1	9	3	0	1	3	5
EDNRB-AS1	1	0	0	0	0	0
PA2G4P5	34	28	28	14	25	19
TRIM53AP	0	0	0	0	0	0
IPPKP1	10	1	7	3	5	4
LINC01623	15	9	9	11	11	6
MTOR-AS1	8	5	3	5	2	2
CDY20P	0	0	0	0	0	0
LINC02158	4	0	1	3	0	2
LINCMD1	0	0	1	1	0	2
ZNF469	736	447	629	363	458	558
RBMY2UP	0	0	0	0	0	0
MYT1L-AS1	0	0	0	0	0	0
PPIAP17	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
TBL1YP1	0	0	0	0	0	0
C9orf135-DT	0	1	0	0	0	0
MTND2P28	1015	546	917	612	1241	853
HNRNPA3P15	0	2	1	0	1	1
PABPC1P12	0	0	0	0	0	0
PGAM1P2	0	0	0	0	0	1
LINC01729	0	0	0	0	0	0
SNRPEP5	2	3	0	2	1	4
RPL35AP4	0	0	0	1	0	1
SBDSP1	341	342	346	180	401	234
EIF2S2P5	4	0	0	0	1	4
KCNMA1-AS3	0	0	0	0	0	0
RNF19BPY	0	0	0	0	0	0
LINC01716	0	0	0	0	0	0
TAF13P2	0	0	0	0	0	1
RPL14P5	26	44	23	26	26	22
MCRIP1	533	324	364	290	392	388
YWHAZP8	0	0	0	0	0	0
SAR1AP3	2	3	2	3	5	3
RPL23AP27	0	0	0	0	0	0
CADM3-AS1	0	3	0	1	0	1
FCF1P6	5	4	4	4	4	2
CCNT2P1	0	0	0	0	0	0
IPO7P2	22	14	10	10	21	10
LINC01771	2	5	3	4	2	2
PACRG-AS3	1	7	0	0	0	0
FAM225B	1	4	0	1	0	3
TSPY5P	0	0	0	0	0	0
TREML5P	0	0	0	0	0	0
LAGE3P1	17	9	8	8	9	17
HNRNPA1P35	4	2	1	1	8	5
SLC26A6	2542	1496	1274	1294	1601	2076
IGHV3-72	0	0	0	0	0	0
EIF4A1P13	2	0	1	0	0	0
PTPRD-AS1	0	0	0	0	0	0
PDE4DIPP8	0	0	0	0	0	0
ATP5MC2P1	41	39	50	21	49	22
RPL30P1	0	0	0	0	0	0
PSMA1P1	3	2	4	2	7	6
ELOCP13	0	0	0	0	0	0
NMNAT1P2	0	0	0	0	0	0
RPL24P9	0	2	0	0	0	0
MTND6P15	0	0	0	0	0	0
ASH2LP3	0	1	0	0	0	0
FAM66E	0	0	0	0	0	0
TMEM230P1	1	0	0	0	0	0
ADGRF5-AS1	0	0	0	0	0	0
PDE9A-AS1	0	2	0	0	0	0
FGD5-AS1	3986	2444	2443	2079	3192	2795
NEK4P1	0	0	0	0	0	0
NRG3-AS1	0	0	0	0	0	0
NPM1P18	1	2	0	1	3	1
ELOCP6	0	0	0	0	0	0
LINC02036	0	0	1	0	0	0
MEG8	152	238	184	69	281	93
DBH-AS1	0	3	0	0	0	0
RPS17P17	0	0	0	0	0	0
LINC00489	0	0	0	0	0	0
LINC00431	2	2	8	2	7	2
LINC01389	15	7	3	4	2	10
P3H2-AS1	1	0	2	0	2	0
LINC01831	0	1	0	0	0	0
DHRS4L1	1	2	4	1	1	3
FAF1-AS1	0	2	0	0	1	3
LINC02620	0	0	0	0	1	1
CROCCP1	2	1	0	5	2	4
RPS29P3	11	6	4	4	10	2
SIRPAP1	0	1	0	0	0	0
DDX39AP1	0	1	0	0	0	0
PROSER2-AS1	1	2	3	1	2	0
OR6V1	0	0	0	0	0	0
MIAT	53	29	31	26	15	46
LSM3P3	68	41	37	31	52	47
TRAM2-AS1	81	71	70	48	71	67
TMEM30A-DT	9	7	6	10	7	14
MTND4P23	4	1	0	3	2	4
UBDP1	0	1	0	0	0	0
RABEPKP1	0	0	0	0	0	0
WARS1P1	0	0	0	0	0	0
MRPS11P1	0	0	0	0	0	0
DEFB131B	0	1	1	2	1	3
DNAJC19P5	12	5	1	3	3	7
RBMY2KP	0	1	0	0	0	0
GRPEL2P2	2	2	2	3	0	1
GTF3AP5	0	1	0	0	0	0
UBXN7-AS1	0	1	2	0	0	3
RPL7P45	0	1	0	2	0	0
IGHD6-25	0	0	0	0	0	0
LINC00626	12	3	1	7	2	3
SFTPA3P	0	0	0	0	0	0
FAM229A	37	11	13	21	20	35
ERCC6	2659	1701	1651	1384	1922	1883
RPS18P1	0	0	0	0	0	0
GS1-594A7.3	0	0	0	0	0	0
TRMT2B-AS1	0	0	0	0	0	1
GGCTP3	1	2	1	0	0	0
NIPA2P1	0	0	0	0	0	0
MKRN7P	0	0	0	0	0	0
HLA-S	2	1	1	2	0	3
RUSC1-AS1	188	103	78	118	88	178
PCNPP2	0	0	0	0	0	0
LINC02816	1	1	0	1	1	1
MATR3P1	10	15	10	4	8	6
WDR87BP	0	0	0	0	0	0
LINC00368	0	0	0	0	0	0
LINC01529	1	5	2	2	1	4
C3orf86	0	0	0	0	0	0
PSG8-AS1	1	1	0	0	0	0
SERBP1P2	0	1	0	0	0	0
LINC00115	14	9	12	5	8	18
LINC01456	0	0	0	0	0	0
BMS1P11	0	0	0	0	0	0
DHDDS-AS1	7	2	1	2	1	5
TRAPPC2P8	0	0	0	0	0	0
ELOCP36	0	0	0	0	0	0
FRG2B	0	0	0	0	0	0
HSPE1P13	2	0	0	1	0	0
MTND2P9	0	0	1	0	0	2
MORF4L1P7	0	1	0	0	0	0
RPS27P16	4	0	1	1	2	1
RPL26P36	2	2	1	1	2	1
TSBP1-AS1	0	5	1	0	0	1
RPL7P59	2	1	2	0	3	1
LINC01745	0	0	0	0	0	1
RIMKLBP2	4	7	3	1	7	13
NOL7	1497	1184	1581	780	1258	990
RPL21P92	1	3	0	0	0	1
TAB2-AS1	0	0	0	0	0	0
CACYBPP1	1	0	2	1	1	2
LINC02249	0	0	0	0	0	0
CTAGE4	0	0	0	0	0	0
RPS14P5	0	0	0	0	0	0
FAM133FP	0	4	0	0	0	0
BANF1P5	0	0	0	0	0	0
PCA3	7	10	1	5	0	9
C5orf67	1	1	1	0	1	2
LINC01875	0	0	0	0	0	0
RIOK3P1	0	0	0	0	0	0
LINC02648	0	0	0	0	0	0
NTF4	7	5	1	2	7	5
ODF2-AS1	1	1	2	1	1	0
SATB2-AS1	2	3	1	2	0	1
MTND4P3	0	0	0	0	0	0
NRIR	5	2	3	3	6	10
ELFN1	6	17	13	5	8	1
ABHD11-AS1	7	6	1	1	2	9
RPS3AP51	1	1	0	0	1	0
MTND1P23	3	0	2	2	1	1
PIGBOS1	160	102	107	91	126	104
LINC01534	44	35	27	15	30	30
CKS1BP2	0	0	0	0	1	0
HAR1A	0	0	0	1	1	0
OR7E19P	0	1	0	0	0	0
HMGB1P26	0	0	0	1	1	0
LAMP5-AS1	0	2	0	0	0	1
SNRPEP7	1	0	0	0	0	1
RPL23AP34	0	0	0	0	0	0
TRGVA	0	0	0	0	0	0
OR4A8	0	1	0	0	0	0
NDUFA12P1	0	1	0	0	0	0
GTF2IP14	5	2	2	5	1	3
PPIAP37	0	0	0	1	5	0
LINC02528	1	1	0	1	1	3
LINC02660	1	0	1	0	0	0
SEPTIN14P3	0	0	0	0	0	0
KCNIP2-AS1	2	3	1	0	2	2
OFD1P1Y	0	0	0	0	0	0
MRPS18BP1	0	0	0	0	0	0
CCT8P1	401	404	332	192	415	233
RPL36AP55	0	0	0	0	0	2
PRICKLE2-AS3	0	0	0	0	0	1
CDK2AP2P3	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0
COX5BP7	0	0	0	0	0	0
LGALS17A	212	72	69	133	89	165
PFN1P12	0	0	0	0	0	0
LINC01772	18	14	16	10	13	25
HLA-DQB3	0	0	0	0	0	0
FGF13-AS1	0	0	0	0	0	0
NANOGNBP1	0	1	0	0	0	0
LINC01040	0	0	0	0	0	0
PPIAP21	19	10	7	13	7	11
CDY10P	0	0	0	0	0	0
AP1S2P1	0	0	0	0	0	0
YBX1P8	2	0	0	0	0	0
TLK2P1	81	52	60	41	65	56
ZNF503-AS1	3	3	1	1	2	0
LINC01776	2	7	2	1	9	2
MEMO1P1	9	2	6	2	4	4
PAICSP1	1	4	4	2	8	8
MTND4P32	2	1	1	2	1	0
PHF2P2	0	4	2	0	1	0
HMGB3P20	1	2	1	0	0	0
PCMTD1P1	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0
ZBTB45P2	1	0	0	0	0	0
ZP3P2	0	3	0	0	0	0
LINC00623	51	35	40	17	37	27
HNRNPA3P4	2	1	1	0	0	0
PRSS44P	0	0	0	1	0	0
PHKG1P1	0	0	0	1	0	0
RPL6P4	1	3	4	1	2	3
USP12PX	0	0	0	0	1	2
SLC39A12-AS1	0	2	0	0	0	0
UQCRFS1P1	1	5	5	0	2	3
EIF3LP3	1	1	1	1	0	0
HHLA3-AS1	3	4	1	3	3	5
LINC00937	0	1	0	0	1	0
RBMY2AP	0	0	0	0	0	0
RPS28P8	0	0	0	0	0	0
RPL7P3	0	0	0	0	0	0
SEC11B	136	102	87	70	136	82
LINC02097	0	2	0	1	1	0
SEPTIN7P3	0	3	0	0	0	0
RPL36AP54	1	4	0	0	0	0
RAB28P1	0	0	0	0	0	0
FCF1P4	0	0	0	0	0	0
NDUFB4P5	0	0	0	0	0	0
USP9YP6	0	0	0	0	0	0
MTND3P1	0	1	0	0	0	0
C3orf49P1	0	0	0	0	0	0
AHCTF1P1	329	205	212	157	266	225
DDC-AS1	0	0	0	0	0	0
FTCDNL1	12	4	20	8	13	3
LINC01907	1	0	0	0	0	0
PSMC1P12	1	4	0	0	4	3
RPL26P9	1	5	1	1	0	3
PPIAP66	3	4	1	2	1	2
RPS3AP46	0	0	0	1	0	0
LINC02794	1	0	0	2	0	1
BAIAP2-DT	269	179	208	150	172	228
LINC02654	0	2	0	0	0	0
RPL35P8	1	0	0	1	0	1
RPS27AP3	1	1	2	0	3	3
KRT16P6	2	4	1	5	1	6
TUBBP10	1	4	1	1	4	2
SLC25A39P1	7	1	3	2	3	7
CHP1P3	4	0	2	0	0	2
RPL23AP76	0	1	0	0	0	0
OR52E3P	0	1	0	0	0	0
CLCP2	1	0	1	0	0	1
LINC01375	0	0	0	0	0	0
EIF4A1P5	2	3	5	2	6	1
FGFR3P6	0	1	0	0	0	0
AP4B1-AS1	7	3	3	7	7	9
TEX22	9	9	7	9	2	9
LINC00685	3	1	1	0	0	0
RANP7	0	0	0	0	0	0
TRIM64FP	0	1	0	0	0	0
ELOCP21	0	0	0	0	0	0
HNRNPA1P3	0	1	0	0	0	0
CLK3P2	0	1	0	0	0	0
LINC02519	0	2	0	0	0	0
GAPDHP75	0	0	0	0	0	0
SGMS1-AS1	46	16	33	15	21	21
LINC01733	2	4	0	3	0	1
RPS3AP27	3	2	0	1	1	1
RBISP1	0	1	0	0	0	1
WASH8P	131	92	92	69	88	118
TRGV6	0	0	0	0	0	0
UBQLN4P2	0	0	0	0	0	0
RPS12P5	3	3	1	1	1	5
RPL19P1	0	0	1	0	0	0
CICP22	1	1	0	1	0	0
RPL26P19	455	494	379	293	572	364
H2BP7	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0
PRELID3BP1	0	2	0	0	0	0
RPLP0P1	1	0	0	0	0	0
NPIPB14P	0	0	0	0	0	0
KRT18P24	7	6	5	5	2	9
LEMD1-AS1	0	1	0	0	1	0
GAS1RR	185	74	55	77	90	107
LINC00381	0	0	0	0	0	0
RPS17P8	0	0	0	0	0	1
RPL37AP1	233	171	169	122	178	152
ZNF32-AS1	4	1	3	0	1	3
KRT18P36	0	1	1	1	1	3
SUPT4H1P1	20	9	4	9	14	15
LINC00408	0	0	0	0	0	0
LINC02608	0	1	2	0	0	0
MRPL35P3	3	2	1	0	4	1
PTP4A1P3	1	0	0	0	2	2
UBE2V2P1	0	0	0	0	0	1
GRM7-AS3	10	11	5	8	7	13
GTF2H2B	1	1	0	0	4	4
PIMREGP1	3	3	2	1	2	1
PHKBP1	0	0	0	0	0	0
ISM1-AS1	0	1	0	0	0	0
ZNF736P2Y	0	0	0	0	0	0
ARHGAP26-AS1	2	2	1	0	1	1
STUB1P1	0	3	0	0	0	0
PSPHP1	130	82	59	54	73	76
RPL12P10	20	18	22	6	23	9
ARPC3P1	6	10	7	4	6	5
NUP35P2	0	2	0	0	1	0
TMEM191A	3	7	5	4	7	5
OR52I2	0	4	0	0	1	1
CDCA4P3	1	0	0	0	0	1
RPS3AP10	0	1	0	1	1	1
RPL17P14	0	0	0	0	0	1
RAD23BP3	1	1	1	0	0	1
RPSAP62	0	0	0	0	0	0
PDCL3P1	1	0	2	0	0	0
NPY6R	1	3	1	1	2	5
HNRNPDLP1	0	0	0	0	0	0
SMARCE1P2	0	1	1	0	1	0
CFLAR-AS1	30	12	7	16	11	19
MTCYBP12	0	0	0	0	0	0
ZNF192P1	19	16	14	9	16	23
LINC00351	0	1	0	0	0	1
RPS3AP38	7	11	6	2	8	9
LINC01811	0	0	0	0	0	0
CROCC2	1	3	2	3	0	4
RPSAP49	4	3	3	1	4	0
NUP50-DT	336	224	203	176	279	227
RPL23AP28	0	1	1	0	0	0
MRPS16P3	0	0	0	0	0	0
TMEM252-DT	0	0	0	0	0	0
RPS26P56	1	0	0	0	0	1
USP8P2	3	1	1	6	5	5
MTCYBP39	0	0	0	0	0	0
NMD3P1	3	1	1	0	5	2
CST12P	0	0	0	0	0	0
VN2R10P	2	2	1	0	0	1
PSPC1-AS2	12	1	6	2	5	1
TAF9P1	0	0	0	0	0	0
RPS6P20	0	1	0	0	0	0
KRT8P38	1	1	0	0	0	1
ACTG1P24	1	1	0	1	1	6
RPL10AP6	60	53	50	32	58	34
TERF1P5	2	0	0	0	0	1
FAM41AY2	0	0	0	0	0	0
HAGLROS	3	2	4	0	4	2
LINC02089	0	0	0	0	0	0
CCDC12P1	0	0	0	0	0	0
ST7-AS2	11	6	6	4	7	8
USP9YP11	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0
DCAF8L1	0	1	0	0	0	0
LINC01345	0	1	0	0	1	0
LINC01876	24	12	7	11	17	12
PARD3-AS1	2	1	1	0	1	0
SORCS3-AS1	0	1	0	0	0	0
ELL2P4	0	0	0	0	0	0
MAPK6P6	1	1	1	0	0	0
KCNQ2-AS1	0	4	0	0	0	0
MTATP6P21	0	0	0	0	0	0
IFNA20P	3	1	1	1	1	5
MRPS21P5	0	0	0	0	0	0
C12orf77	0	0	0	0	0	0
RBMX2P1	3	1	1	0	0	0
RPL23P11	0	0	0	0	0	0
LINC02628	0	2	0	0	0	0
OR8T1P	0	0	0	0	0	0
MTCYBP38	0	1	0	0	0	0
TPI1P1	1060	838	743	590	952	849
MRPL23-AS1	0	0	0	1	1	0
SLC16A1-AS1	174	101	112	80	118	123
IGLV3-4	0	1	0	0	0	0
SLC25A5P5	1	1	1	1	1	0
HMGN2P7	3	1	1	0	0	0
RPL15P13	0	1	2	1	1	0
USP17L7	0	3	0	0	0	1
ANKRD18DP	0	0	0	0	0	0
H3P43	0	2	0	1	2	4
LAMA4-AS1	11	13	12	6	9	14
PLCL2-AS1	0	0	0	1	0	0
GAPDHP32	0	2	1	0	1	1
ACTR3BP7	0	0	0	0	0	0
NOTCH2P1	0	0	0	0	0	0
ZNF25-DT	1	1	0	1	0	2
RPL7AP51	0	0	0	0	0	0
CDY5P	0	0	0	0	0	0
CYP2D8P	13	11	7	15	11	27
LINC02542	4	1	5	3	3	2
RPL22P3	12	13	17	10	16	8
OR10G5P	0	1	0	0	0	0
RPA2P2	39	23	29	13	22	25
ADAM1B	10	8	3	5	5	8
RPS29P33	0	0	0	0	0	0
PPIAP62	2	0	1	0	0	0
LINC01748	0	3	0	1	1	0
UPF3AP1	0	0	0	0	1	1
TMEM185B	412	327	342	220	432	328
OR7H1P	0	1	0	0	0	0
ACTR3BP2	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	1
RBM22P3	0	0	0	0	0	0
LINC01035	0	1	0	0	0	0
LINC01824	0	0	0	0	0	0
FTOP1	0	0	0	0	0	1
RPL26P27	1	3	3	1	4	2
LINC00323	1	0	0	0	0	1
LINC02549	0	1	0	0	0	0
RPSAP21	5	5	5	3	8	8
USF1P1	1	1	1	0	0	0
KRT8P27	0	2	0	0	0	0
TMEM167AP1	0	0	0	0	0	0
IPMKP1	9	2	3	4	5	6
LINC01918	4	0	0	2	0	1
UPK1A-AS1	1	1	0	0	0	0
FAM138B	0	0	0	0	0	0
LINC00390	0	0	0	0	0	1
KIRREL1-IT1	6	3	0	2	2	4
HDAC9-AS1	0	0	0	0	0	0
RPS7P10	7	1	5	1	4	1
MTND1P1	0	0	0	0	0	0
BTBD9-AS1	2	0	0	0	1	3
SETP15	0	0	1	0	0	0
OR7E33P	0	0	0	0	0	0
MLXP1	10	4	2	1	6	6
GAPDHP73	5	6	5	2	9	3
MYL6P1	153	116	117	92	161	124
RPL7P22	29	19	28	8	17	13
SSU72P1	1	1	2	0	0	0
SCDP1	326	143	158	143	217	249
IMPDH1P7	17	30	21	10	28	14
MTCL1P1	0	0	3	0	2	1
AGKP1	0	0	0	0	0	0
NPM1P49	0	1	0	0	0	0
TRAF6P1	4	6	2	4	3	3
CYP4F26P	4	4	3	2	3	6
FTH1P20	11	16	14	9	10	9
LINC00606	0	3	0	0	0	0
SNORD57	0	0	0	0	0	0
MICC	14	9	8	10	24	8
MTCYBP31	0	0	0	0	0	0
RPL39P40	1	2	3	0	4	1
LINC02848	0	1	0	0	0	0
UBE2V1P5	0	0	0	0	0	0
UBE2V1P10	0	0	0	0	0	0
IFNWP9	0	0	0	0	1	0
CT47A9	0	0	0	0	0	0
PAPPA-AS2	14	5	3	8	5	8
FTLP3	1697	1317	1305	763	1666	1142
OFD1P2Y	0	0	0	0	0	0
OR52M2P	1	2	1	0	0	0
RPL21P110	1	0	1	0	0	0
LINC00343	0	0	0	0	0	0
RBM17P1	0	0	0	0	0	0
NOP56P2	0	1	2	0	0	0
SHANK2-AS1	1	2	0	0	0	0
LINC00974	2	1	1	0	0	0
SLC9A3P3	0	0	0	0	0	0
UBE2V1P1	3	2	1	1	3	1
PPIAP28	0	2	0	0	0	0
SHISA5P1	1	0	0	0	1	0
ACTG1P12	3	2	3	1	4	2
RPL7P37	3	0	1	2	3	2
PLCG1-AS1	9	8	8	7	8	10
KIF4B	77	57	65	55	78	53
PSMD10P2	5	5	1	1	1	0
OR13Z1P	0	0	0	0	0	0
RPL23AP30	1	0	0	0	3	3
TRBV2	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
MTND4P10	0	1	0	0	0	0
SSR1P2	1	0	0	0	1	0
HSPA9P1	118	129	108	65	141	66
BCAS2P3	0	0	0	1	0	0
LINC01108	3	4	2	0	1	1
TEX41	0	10	2	0	0	1
LINC02679	0	2	0	0	0	1
IGBP1P1	16	4	9	8	13	12
PWWP2AP1	0	1	0	0	0	0
CT47A12	0	0	0	0	0	0
LINC01535	1	0	1	0	0	0
ENTPD1-AS1	135	123	103	88	168	116
NXNP1	1	0	0	0	0	0
ANKRD20A10P	0	3	0	0	0	0
LENG8-AS1	74	44	48	39	51	66
MTND4P25	0	0	0	0	0	0
RPL15P14	2	7	1	1	4	6
MIR217HG	1	0	0	2	1	0
NPM1P4	0	0	0	0	2	0
SDCBPP1	0	0	0	0	0	0
FGF12-AS3	3	0	0	0	0	0
FAM66C	0	0	1	1	1	1
LINC01709	6	2	2	2	3	4
PTPRD-AS2	0	0	0	0	0	0
SNRPGP8	0	0	0	0	0	0
EEF1DP2	0	0	0	0	0	0
LINC00424	0	1	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0
TMEM256P2	0	0	0	0	0	0
RPL35AP30	0	0	0	0	0	0
SNRPGP12	0	0	1	0	0	0
LINC02554	0	4	0	0	2	1
HSBP1L1	207	203	228	100	267	131
OAZ1P1	29	24	30	13	28	10
SMCR5	11	6	8	6	9	12
FSIP2-AS2	8	6	2	4	10	4
CUTALP	556	260	335	249	312	387
FOXN3P2	0	0	0	0	0	0
VPS25P1	0	0	0	0	0	0
PP12613	0	1	0	0	0	0
DISC1-IT1	0	1	0	1	0	2
DAB1-AS1	0	5	0	0	0	1
TAS2R46	5	10	1	1	4	2
LINC02668	0	1	0	0	0	0
SRRM5	14	4	4	16	7	10
RPSAP33	6	2	2	2	2	3
FABP7P1	0	0	0	0	1	1
GAPDHP54	0	1	0	0	0	0
HIKESHIP1	0	0	0	0	1	0
KRTAP3-4P	0	0	0	0	0	0
FAM30A	0	10	0	0	0	1
NAALADL2-AS2	0	0	0	0	0	0
TBCAP1	23	12	19	11	19	12
TLK1P1	2	0	2	0	0	1
PGAM4	7	2	3	2	3	3
WBP11P2	3	3	0	0	2	1
HNRNPA3P1	1	0	2	1	1	1
LINC02611	0	2	2	0	0	0
C13orf42	0	6	1	0	1	1
MTND1P20	0	2	0	0	0	0
CACTIN-AS1	48	12	23	24	18	39
OSTCP8	4	0	1	2	3	4
RUVBL2P1	0	0	0	0	0	0
ZNF451-AS1	49	46	34	22	32	24
LCT-AS1	0	1	0	0	0	0
MROH5	0	3	1	0	2	0
LINC00840	1	1	3	2	4	1
LINC01941	0	0	0	0	0	0
SLC6A6P1	0	0	0	0	0	1
MEIS1-AS3	4	2	2	2	4	3
LINC02785	0	1	0	0	0	0
SUGT1P1	39	19	25	11	28	33
LINC01509	0	0	0	0	0	0
NPM1P11	0	1	0	0	0	0
LINC02774	1	2	0	0	0	0
MED15P3	0	0	0	0	0	0
ARHGAP29-AS1	4	10	9	1	11	3
RPL32P19	0	0	0	0	0	0
HMGB1P32	0	0	0	0	0	0
MTND6P11	0	0	0	0	0	0
PAICSP3	0	0	1	0	0	0
EEF1GP3	2	0	5	3	2	1
LINC00348	0	0	0	0	0	0
PRPS1P1	0	0	0	0	0	0
RPSAP17	1	5	4	2	4	5
THORLNC	4	8	5	3	6	3
DUTP3	0	0	0	0	0	0
LINC02051	0	0	0	0	1	0
RBX1P1	0	0	0	0	0	0
SHROOM2P1	0	1	0	0	0	0
ATE1-AS1	7	1	5	2	4	6
LHFPL3-AS1	0	0	0	0	0	0
CDY14P	0	0	0	0	0	0
ZNF877P	0	1	0	0	0	0
SMYD3-AS1	4	2	7	1	2	5
GSTM3P2	1	1	0	0	0	2
H3P44	2	2	1	1	3	1
RPS29P10	0	0	0	0	0	0
E2F6P3	0	0	0	0	0	0
ERVMER34-1	13	24	21	2	18	6
RPLP1P10	0	0	0	0	0	0
LINC01359	22	12	2	9	6	17
CHCHD2P1	0	0	0	0	0	0
LINC00354	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0
H2BP6	3	0	3	1	4	0
ISCA2P1	0	1	0	0	0	1
BSN-DT	4	3	2	0	2	0
RPL19P4	3	8	3	2	7	4
LINC01276	2	1	0	2	0	2
LINC00454	0	2	0	0	0	0
IL1R1-AS1	0	0	0	0	0	1
PDZPH1P	1	1	0	1	1	1
RPS14P4	0	0	1	0	0	0
CT47A11	0	0	0	0	0	0
GTF2IP2	0	0	0	0	0	0
NRBF2P2	0	1	0	0	0	0
LINC00161	0	2	1	1	1	0
CEP164P1	6	3	0	2	6	2
RBMY1J	0	0	0	0	0	0
IL9RP3	4	0	1	0	0	2
ALG1L5P	0	0	0	0	0	0
RNF207-AS1	3	7	3	2	1	3
LCEP4	0	0	0	0	0	0
RPS4XP2	3	3	7	2	3	4
OR6K5P	0	0	0	0	0	0
DANCR	406	410	319	193	443	307
NCKAP5-AS2	51	33	27	16	31	32
MTCO1P21	1	1	0	0	0	0
PPIAP60	2	1	1	2	5	2
RAC1P6	0	2	0	0	0	0
RHEBP2	6	0	1	0	1	1
HAUS4P1	6	5	5	2	2	3
LINC00423	0	1	0	0	1	0
NEDD8P1	1	2	5	0	2	0
RPL12P19	4	6	4	2	6	4
COX6A1P2	292	286	233	127	339	219
HMGN1P24	4	3	1	0	1	2
MAGI2-AS2	0	1	0	0	0	0
LTA	1	0	0	1	1	2
ABHD17AP6	0	0	2	0	0	0
CENPCP1	9	6	4	0	3	7
LINC01692	0	1	1	0	0	0
LINC01203	5	3	1	0	2	0
PRELID1P5	7	5	3	4	5	1
LINC00658	0	3	0	0	0	0
MTATP6P30	0	1	0	0	0	0
HSPD1P14	0	1	0	0	0	0
NBPF2P	6	3	0	6	4	3
SNRPEP10	1	0	0	0	0	0
LINC01247	0	2	0	0	0	0
RPS24P19	0	7	5	1	3	3
FUNDC2P4	0	0	0	0	0	0
LINC02876	0	1	0	0	0	0
LINC02527	1	2	0	0	0	1
OR7E96P	0	0	0	0	0	0
FKBP14-AS1	23	16	14	8	18	11
LINC02796	1	0	0	0	1	4
IL6STP1	48	33	31	17	42	28
OR7E101P	0	0	0	0	0	0
OR51A3P	0	0	0	0	0	0
SLC8A1-AS1	3	2	0	1	2	1
RPS2P36	0	0	0	0	0	0
MTATP6P18	0	0	0	0	0	0
LINC00511	380	176	163	215	213	280
GTF2IP7	2	1	0	1	1	1
ITGB2-AS1	3	7	7	3	6	3
LINC01682	0	0	0	0	0	0
C14orf132	168	114	130	93	158	130
MUC12-AS1	7	5	3	2	14	3
FDX1P2	0	0	0	0	0	0
RPL6P2	0	1	2	1	2	1
WDR46	1595	1295	1349	817	1428	1269
ANHX	0	3	0	0	0	1
LINC00629	0	0	2	2	2	1
RPL41P1	0	0	0	0	0	0
NAA20P1	1	0	0	0	0	3
DPPA3P1	0	0	0	0	0	0
CNN2P2	0	0	0	0	0	0
EPS15-AS1	2	3	0	4	4	4
FOCAD-AS1	9	5	4	2	5	6
SDHDP2	0	0	0	0	2	0
LINC02094	0	0	0	0	0	0
LINC02798	35	18	12	13	13	31
RBMX2P5	2	2	0	0	1	2
SLC6A17-AS1	0	0	0	0	0	0
HMGB3P8	0	0	0	0	0	0
RPS28P7	169	190	168	104	197	152
OR2AS1P	0	0	0	0	0	0
PIGQP1	0	0	0	0	0	0
PARP1P1	13	11	3	2	6	5
IGHD1-14	0	0	0	0	0	0
CRIP1P3	0	1	0	0	0	0
LMCD1-AS1	2	6	0	2	3	2
LINC01630	1	3	1	1	0	0
HORMAD2-AS1	1	0	0	0	0	0
BTF3P13	89	80	57	43	88	75
LINC02672	0	0	0	0	0	0
RPL12P44	1	3	2	3	2	3
ZNF717	277	162	186	163	187	213
LBX1-AS1	0	2	0	0	0	0
OTX2P2	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
LINC01153	0	3	0	0	0	0
IL21-AS1	11	5	8	8	9	4
MTCO1P44	0	1	1	0	0	0
PRR20D	0	0	0	0	0	0
OR2T7	0	1	0	0	0	0
MKRN6P	0	1	0	0	0	0
DDX11L16	0	0	0	0	0	0
THEM7P	0	1	0	0	0	0
WDR11-AS1	1	2	0	2	0	1
STSP1	0	0	0	0	0	0
MYL6P3	8	9	4	2	6	6
NSA2P5	15	6	8	7	10	6
AIMP1P2	0	1	1	0	0	0
PGBP	0	2	1	0	0	0
LRRC2P1	0	1	0	0	0	0
LINC01688	0	0	0	0	0	0
VN1R28P	0	0	0	0	0	0
HDGFP1	1	1	1	1	1	4
