# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr20	3889815	3923855	NM_153640	0.029	+	PANK2	22348
chr17	50095274	50106371	NM_001199900	0.028	+	PDK2	22349
chr17	50095274	50111369	NM_002611	0.028	+	PDK2	22350
chr10	28846407	28881897	NM_001278522	0.028	+	C10orf126	22351
chr17	15104984	15106187	NR_103559	0.028	-	CDRT8	22352
chr14	22929608	22954692	NR_110002	0.028	+	LOC101926933	22353
chr12	117099466	117141489	NR_120464	0.028	+	TESC-AS1	22354
chr5	34839163	34899459	NM_144725	0.028	+	TTC23L	22355
chr14	22920510	22929585	NM_006109	0.028	-	PRMT5	22356
chr14	22920510	22929585	NM_001282953	0.028	-	PRMT5	22357
chr14	22920510	22929585	NM_001282955	0.028	-	PRMT5	22358
chr14	22920510	22929585	NM_001282954	0.028	-	PRMT5	22359
chr14	22920510	22929585	NM_001282956	0.028	-	PRMT5	22360
chr14	22920510	22929585	NM_001039619	0.028	-	PRMT5	22361
chr12	117038922	117099446	NR_031766	0.028	-	TESC	22362
chr12	117038922	117099446	NM_017899	0.028	-	TESC	22363
chr12	117038922	117099446	NM_001168325	0.028	-	TESC	22364
chr12	120302320	120313242	NM_012240	0.028	+	SIRT4	22365
chr3	151814072	151828488	NM_001086	0.028	+	AADAC	22366
chr9	124658435	124698628	NR_038975	0.028	+	MIR181A2HG	22367
chr19	46297045	46343433	NM_152795	0.028	+	HIF3A	22368
chr15	75347618	75355251	NM_001256552	0.028	+	NEIL1	22369
chr15	75347618	75355251	NR_046311	0.028	+	NEIL1	22370
chr5	177402137	177409576	NM_000505	0.028	-	F12	22371
chr7	29920102	29989809	NM_014766	0.028	-	SCRN1	22372
chr7	29920102	29989809	NM_001145515	0.028	-	SCRN1	22373
chr10	26697665	26746797	NM_014317	0.028	+	PDSS1	22374
chr10	102226277	102229587	NM_152310	0.028	+	ELOVL3	22375
chr1	78889763	79006810	NM_022159	0.028	-	ELTD1	22376
chr2	174799313	174847618	NM_001206602	0.028	-	CHN1	22377
chr20	31607185	31607240	NR_036161	0.028	+	MIR3193	22378
chr15	75346989	75355251	NM_024608	0.028	+	NEIL1	22379
chr5	86282443	86297547	NR_003719	0.028	+	NBPF22P	22380
chr9	112040780	112175297	NM_022486	0.028	-	SUSD1	22381
chr9	112040780	112175297	NM_001282640	0.028	-	SUSD1	22382
chr9	112040782	112175297	NM_001282643	0.028	-	SUSD1	22383
chr20	11809986	11870715	NR_110635	0.028	-	LINC00687	22384
chr11	131370475	132336822	NM_001048209	0.028	+	NTM	22385
chr6	35259713	35295987	NM_001292032	0.028	+	ZNF76	22386
chr6	35259713	35295987	NM_003427	0.028	+	ZNF76	22387
chr1	116909922	116990358	NM_020440	0.028	+	PTGFRN	22388
chr17	4771891	4783211	NM_003963	0.028	+	TM4SF5	22389
chr10	11823397	11872277	NM_153256	0.028	+	PROSER2	22390
chr6	35497873	35512902	NM_003322	0.028	-	TULP1	22391
chr6	35497873	35512902	NM_001289395	0.028	-	TULP1	22392
chr2	114461602	115844750	NM_001178036	0.028	+	DPP10	22393
chr7	127215126	127229921	NR_110195	0.028	+	LOC101928333	22394
chr7	127215126	127229921	NR_110194	0.028	+	LOC101928333	22395
chr17	50095694	50111369	NM_001199899	0.028	+	PDK2	22396
chr15	72398326	72408367	NM_001080462	0.028	+	TMEM202	22397
chr19	1941161	1981337	NM_001319	0.028	+	CSNK1G2	22398
chr16	180333	181179	NM_005331	0.028	+	HBQ1	22399
chr16	14303966	14304049	NR_030177	0.028	+	MIR193B	22400
chr4	154562979	154572763	NM_001184741	0.028	+	FGB	22401
chr4	154562979	154572763	NM_005141	0.028	+	FGB	22402
chr7	117112291	117145592	NR_002331	0.028	-	ST7-AS2	22403
chr7	117112291	117145592	NR_109981	0.028	-	ST7-AS2	22404
chr18	5392380	5540556	NM_001281533	0.028	-	EPB41L3	22405
chr11	112086823	112095801	NR_077060	0.028	+	SDHD	22406
chr11	112086823	112095801	NM_003002	0.028	+	SDHD	22407
chr11	112086823	112095801	NM_001276506	0.028	+	SDHD	22408
chr11	112086823	112095801	NM_001276504	0.028	+	SDHD	22409
chr11	112086823	112095801	NM_001276503	0.028	+	SDHD	22410
chr6	30136732	30148735	NM_138700	0.028	+	TRIM40	22411
chr11	112084810	112086798	NM_012459	0.028	-	TIMM8B	22412
chr11	112084810	112086798	NR_028383	0.028	-	TIMM8B	22413
chr16	28379581	28426454	NM_001199142	0.028	-	EIF3C	22414
chr19	39024020	39032596	NM_178820	0.028	-	FBXO27	22415
chr1	156860878	156881850	NM_002529	0.028	+	NTRK1	22416
chr1	156860878	156881850	NM_001012331	0.028	+	NTRK1	22417
chr6	32844085	32846500	NR_037173	0.028	+	PSMB8-AS1	22418
chr6	32844085	32846500	NR_037176	0.028	+	PSMB8-AS1	22419
chr6	32844085	32846500	NR_037175	0.028	+	PSMB8-AS1	22420
chr6	32844085	32846500	NR_037174	0.028	+	PSMB8-AS1	22421
chr11	46361594	46380554	NM_001105540	0.028	+	DGKZ	22422
chr1	144421385	144456805	NM_173638	0.028	-	NBPF15	22423
chr3	119294372	119419476	NM_020754	0.028	+	ARHGAP31	22424
chr1	171864191	171864687	NR_046845	0.028	+	DNM3-IT1	22425
chr6	32840716	32844039	NM_148919	0.028	-	PSMB8	22426
chr5	159314782	159330473	NM_002187	0.028	-	IL12B	22427
chr16	1221650	1225254	NM_012467	0.028	-	TPSG1	22428
chr1	24919344	24919416	NR_106789	0.028	-	MIR6731	22429
chrX	55258415	55264732	NR_033460	0.028	-	PAGE3	22430
chr17	1646150	1650098	NM_031430	0.028	-	RILP	22431
chr8	17246891	17298024	NM_001145152	0.028	+	VPS37A	22432
chr8	17246891	17298024	NM_152415	0.028	+	VPS37A	22433
chr17	42844591	42850711	NM_009590	0.028	+	AOC2	22434
chr17	42844591	42850711	NM_001158	0.028	+	AOC2	22435
chr8	17231512	17246878	NM_054026	0.028	-	CNOT7	22436
chr8	17229230	17246878	NM_013354	0.028	-	CNOT7	22437
chr19	34758073	34773229	NM_001007248	0.028	-	ZNF599	22438
chr17	9897709	9905367	NM_002903	0.028	-	RCVRN	22439
chr17	18658429	18682259	NM_001145045	0.028	-	ZNF286B	22440
chr3	138935188	138944020	NR_121649	0.028	-	LINC01391	22441
chr8	6406591	6643619	NM_024596	0.028	+	MCPH1	22442
chr8	6406591	6447419	NM_001172575	0.028	+	MCPH1	22443
chr8	6406591	6447419	NM_001172574	0.028	+	MCPH1	22444
chr1	9234803	9271335	NM_004285	0.028	+	H6PD	22445
chr13	52455359	52465843	NM_001286687	0.028	+	CKAP2	22446
chr13	52455359	52476631	NM_001098525	0.028	+	CKAP2	22447
chr13	52455359	52476631	NM_018204	0.028	+	CKAP2	22448
chr8	6403555	6406548	NR_040040	0.028	-	LOC100287015	22449
chrX	55258415	55264846	NM_001017931	0.028	-	PAGE3	22450
chrX	55258415	55264846	NM_001171252	0.028	-	PAGE3	22451
chr18	20949741	21111851	NM_005406	0.028	-	ROCK1	22452
chr14	58634067	58648320	NR_046093	0.028	+	DACT1	22453
chr4	95051678	95158450	NM_001256793	0.028	+	BMPR1B	22454
chr3	157081666	157123002	NR_034007	0.028	-	LINC00880	22455
chr8	94127165	94217303	NM_001144663	0.028	-	CDH17	22456
chrX	55258415	55264916	NM_001303613	0.028	-	PAGE3	22457
chr12	70638072	70920804	NM_002849	0.027	-	PTPRR	22458
chr11	93144170	93197975	NM_152313	0.027	-	SLC36A4	22459
chr2	146587056	146590990	NR_026904	0.027	+	PABPC1P2	22460
chr5	56815072	56896151	NM_005921	0.027	+	MAP3K1	22461
chr19	58408695	58418325	NM_173548	0.027	+	ZNF584	22462
chr17	38003992	38138868	NM_001001418	0.027	+	TBC1D3C	22463
chr20	45702015	45708817	NM_172005	0.027	+	WFDC13	22464
chrX	30243730	30252038	NM_002363	0.027	+	MAGEB1	22465
chrX	30243730	30252038	NM_177415	0.027	+	MAGEB1	22466
chr1	161314375	161364745	NM_003001	0.027	+	SDHC	22467
chr1	161314375	161364745	NM_001278172	0.027	+	SDHC	22468
chr1	161314375	161364745	NR_103459	0.027	+	SDHC	22469
chr1	161314375	161364745	NM_001035512	0.027	+	SDHC	22470
chr1	161314375	161364745	NM_001035511	0.027	+	SDHC	22471
chr1	161314375	161364745	NM_001035513	0.027	+	SDHC	22472
chr17	38004018	38014964	NM_001123392	0.027	+	TBC1D3H	22473
chr17	38004018	38014908	NM_001291459	0.027	+	TBC1D3L	22474
chr15	43870760	44194446	NM_001286490	0.027	-	FRMD5	22475
chr6	136231029	136250311	NM_138419	0.027	-	MTFR2	22476
chr6	136231029	136250311	NM_001099286	0.027	-	MTFR2	22477
chr17	38004032	38014908	NM_001291465	0.027	+	LOC101060389	22478
chr17	38004032	38014908	NM_001291463	0.027	+	LOC102724862	22479
chr12	121712751	121782068	NM_001080825	0.027	+	TMEM120B	22480
chr16	31393311	31426505	NM_005353	0.027	+	ITGAD	22481
chr19	39498916	39508481	NM_203486	0.027	+	DLL3	22482
chr19	39498916	39508481	NM_016941	0.027	+	DLL3	22483
chr8	124192690	124247398	NR_125420	0.027	-	LOC101927588	22484
chr5	132673985	132682678	NM_000589	0.027	+	IL4	22485
chr5	132673985	132682678	NM_172348	0.027	+	IL4	22486
chr13	88540828	88545509	NR_047021	0.027	+	LINC00433	22487
chr9	134406581	134440586	NM_001291921	0.027	+	RXRA	22488
chr5	78815510	78985943	NM_198709	0.027	-	ARSB	22489
chr5	150894391	150904983	NM_001172831	0.027	-	ZNF300	22490
chr5	150894391	150904983	NM_052860	0.027	-	ZNF300	22491
chr5	150894391	150904983	NM_001172832	0.027	-	ZNF300	22492
chr1	201808610	201808702	NR_031599	0.027	+	MIR1231	22493
chrX	49074432	49101121	NM_007075	0.027	-	WDR45	22494
chr9	99105129	99154191	NM_004612	0.027	+	TGFBR1	22495
chr9	99105129	99154191	NM_001130916	0.027	+	TGFBR1	22496
chr11	111874055	111879457	NM_138378	0.027	-	FDXACB1	22497
chr11	111874055	111879457	NR_038364	0.027	-	FDXACB1	22498
chr7	5495818	5495917	NR_030318	0.027	-	MIR589	22499
chr13	52455971	52476631	NM_001286686	0.027	+	CKAP2	22500
chr11	93784238	93813330	NM_004268	0.027	+	MED17	22501
chr12	45919130	45990618	NM_004719	0.027	-	SCAF11	22502
chr5	56099679	56233359	NM_024669	0.027	-	ANKRD55	22503
chr19	46298375	46338540	NM_152796	0.027	+	HIF3A	22504
chr19	46298375	46343433	NM_022462	0.027	+	HIF3A	22505
chr11	93144170	93197455	NM_001286139	0.027	-	SLC36A4	22506
chr1	116560023	116560111	NR_039621	0.027	-	MIR548AC	22507
chr8	37962995	37966666	NM_000025	0.027	-	ADRB3	22508
chr1	225810133	225845561	NM_001291163	0.027	+	EPHX1	22509
chr6	43054028	43059545	NM_015950	0.027	-	MRPL2	22510
chr6	43054028	43059545	NM_001300848	0.027	-	MRPL2	22511
chr1	225810073	225845561	NM_001136018	0.027	+	EPHX1	22512
chr10	88932683	88939974	NR_125373	0.027	+	ACTA2-AS1	22513
chr6	43059593	43067395	NM_138343	0.027	+	KLC4	22514
chr6	43059593	43075099	NM_201521	0.027	+	KLC4	22515
chr6	43059593	43075099	NM_001289035	0.027	+	KLC4	22516
chr3	114293985	114310288	NM_173799	0.027	+	TIGIT	22517
chr11	111879223	111884073	NM_022761	0.027	+	C11orf1	22518
chr15	40764086	40767713	NM_005258	0.027	+	GCHFR	22519
chr18	12093848	12129749	NM_001277333	0.027	+	ANKRD62	22520
chr7	93885396	93890991	NM_006528	0.027	-	TFPI2	22521
chr7	93885396	93890991	NM_001271004	0.027	-	TFPI2	22522
chr7	93885396	93890991	NM_001271003	0.027	-	TFPI2	22523
chr17	42874673	42898734	NR_027254	0.027	-	LINC00671	22524
chr17	49404047	49414858	NM_001281496	0.027	-	PHB	22525
chr19	16111679	16133635	NM_005370	0.027	+	RAB8A	22526
chr1	212565333	212620777	NM_001030287	0.027	+	ATF3	22527
chr5	159331517	159362834	NR_037889	0.027	+	LOC285626	22528
chr17	49404047	49414905	NM_001281497	0.027	-	PHB	22529
chr17	49404047	49414905	NM_002634	0.027	-	PHB	22530
chr17	49404047	49414905	NM_001281715	0.027	-	PHB	22531
chr11	112270748	112362534	NR_126004	0.027	+	LOC283140	22532
chr20	31485777	31487574	NR_024358	0.027	+	LINC00028	22533
chr11	67428463	67435408	NM_003952	0.027	+	RPS6KB2	22534
chr17	8377515	8383247	NM_000987	0.027	-	RPL26	22535
chr9	120902392	120914572	NM_001190947	0.027	-	TRAF1	22536
chr11	67642554	67650659	NM_080658	0.027	-	ACY3	22537
chr6	32194842	32224067	NM_004557	0.026	-	NOTCH4	22538
chr6	43059856	43075099	NM_201522	0.026	+	KLC4	22539
chr6	43059856	43075099	NM_201523	0.026	+	KLC4	22540
chr6	43059856	43075099	NM_001289034	0.026	+	KLC4	22541
chr5	78777210	78986534	NM_000046	0.026	-	ARSB	22542
chr19	35533411	35545319	NM_014364	0.026	+	GAPDHS	22543
chr5	140807073	141012344	NM_018907	0.026	+	PCDHA4	22544
chr5	140807073	140809667	NM_031500	0.026	+	PCDHA4	22545
chr16	48360535	48365873	NM_001006610	0.026	-	SIAH1	22546
chr7	101613324	101629296	NM_138403	0.026	-	MYL10	22547
chr11	31784791	31817961	NM_001258462	0.026	-	PAX6	22548
chr11	31784791	31817961	NM_001127612	0.026	-	PAX6	22549
chr15	43870760	44195294	NR_104455	0.026	-	FRMD5	22550
chr15	43870760	44195294	NM_032892	0.026	-	FRMD5	22551
chr15	43870760	44195294	NM_001286491	0.026	-	FRMD5	22552
chr2	40112145	40512435	NM_001112802	0.026	-	SLC8A1	22553
chr10	6202876	6235544	NM_004566	0.026	+	PFKFB3	22554
chr5	138115171	138139443	NM_003551	0.026	-	NME5	22555
chr15	68054233	68188066	NM_016166	0.026	+	PIAS1	22556
chr3	184320312	184335358	NM_004953	0.026	+	EIF4G1	22557
chr1	206957966	206970625	NM_001122979	0.026	-	FCAMR	22558
chr1	206957966	206970625	NM_032029	0.026	-	FCAMR	22559
chr1	206957966	206970625	NM_001170631	0.026	-	FCAMR	22560
chr1	204131060	204152182	NM_018208	0.026	-	ETNK2	22561
chr1	204131060	204152182	NM_001297761	0.026	-	ETNK2	22562
chr1	204131060	204152182	NM_001297762	0.026	-	ETNK2	22563
chr1	204131060	204152182	NM_001297760	0.026	-	ETNK2	22564
chr16	70030345	70030422	NR_036265	0.026	+	MIR1972-2	22565
chr16	70030345	70030422	NR_036054	0.026	+	MIR1972-1	22566
chr2	128091207	128195675	NR_027671	0.026	+	UGGT1	22567
chr9	97238425	97297314	NR_036526	0.026	+	LOC100499484	22568
chr9	97238425	97377295	NR_036529	0.026	+	LOC100499484-C9ORF174	22569
chr9	97238425	97377295	NR_036528	0.026	+	LOC100499484-C9ORF174	22570
chr9	97238425	97377295	NR_036527	0.026	+	LOC100499484-C9ORF174	22571
chr9	125743753	125745929	NR_122032	0.026	-	LOC51145	22572
chr2	128091179	128195675	NM_020120	0.026	+	UGGT1	22573
chr17	7017614	7017701	NR_029712	0.026	-	MIR195	22574
chr1	111414314	111427777	NM_002557	0.026	-	OVGP1	22575
chr20	31605282	31606514	NM_181353	0.026	+	ID1	22576
chr20	31605282	31606514	NM_002165	0.026	+	ID1	22577
chr13	48488962	48533256	NM_001268	0.026	-	RCBTB2	22578
chr13	48488962	48533256	NM_001286830	0.026	-	RCBTB2	22579
chr13	48488962	48533256	NM_001286832	0.026	-	RCBTB2	22580
chr13	48488962	48533256	NM_001286831	0.026	-	RCBTB2	22581
chr1	40396799	40423326	NM_001198980	0.026	+	SMAP2	22582
chr7	158532717	158532813	NR_030325	0.026	-	MIR595	22583
chr1	233327767	233385148	NM_032435	0.026	+	KIAA1804	22584
chr9	33025210	33039064	NM_001539	0.026	+	DNAJA1	22585
chr10	128285949	128317726	NR_120619	0.026	+	LINC01163	22586
chr6	10762722	10838555	NM_005906	0.026	-	MAK	22587
chr6	10762722	10838555	NM_001242385	0.026	-	MAK	22588
chr6	10762722	10838555	NM_001242957	0.026	-	MAK	22589
chr2	153944393	154453977	NM_001301627	0.026	+	GALNT13	22590
chr12	49184794	49189324	NM_006009	0.026	-	TUBA1A	22591
chr12	49184794	49189324	NM_001270400	0.026	-	TUBA1A	22592
chr12	49184794	49189324	NM_001270399	0.026	-	TUBA1A	22593
chr5	134873769	134901633	NM_024715	0.026	+	TXNDC15	22594
chr12	105107713	105169134	NM_015275	0.026	+	KIAA1033	22595
chr12	105107713	105169134	NM_001293640	0.026	+	KIAA1033	22596
chr3	113648385	113696646	NR_111981	0.026	-	KIAA2018	22597
chr3	113648385	113696646	NM_001009899	0.026	-	KIAA2018	22598
chr17	7017910	7018022	NR_030178	0.026	-	MIR497	22599
chr3	150926162	150944236	NM_052995	0.026	-	CLRN1	22600
chr7	92246233	92401384	NM_019004	0.026	+	ANKIB1	22601
chr19	40775536	40796944	NR_037775	0.026	+	MIA-RAB4B	22602
chr5	134196456	134226259	NM_002715	0.026	-	PPP2CA	22603
chr1	156212987	156240077	NM_001199653	0.026	+	PMF1	22604
chr1	156212987	156243332	NM_001199664	0.026	+	PMF1-BGLAP	22605
chr1	156212987	156243332	NM_001199663	0.026	+	PMF1-BGLAP	22606
chr1	156212987	156243332	NM_001199662	0.026	+	PMF1-BGLAP	22607
chr1	156212987	156243332	NM_001199661	0.026	+	PMF1-BGLAP	22608
chr1	156212987	156240077	NM_007221	0.026	+	PMF1	22609
chr1	156212987	156240077	NM_001199654	0.026	+	PMF1	22610
chr4	6909767	7033118	NM_020773	0.026	+	TBC1D14	22611
chr5	176542510	176595768	NM_001171976	0.026	+	CDHR2	22612
chr12	105102471	105107642	NR_121211	0.026	-	LOC414300	22613
chr7	138123757	138123821	NR_039678	0.026	+	MIR4468	22614
chr1	65792509	66374579	NM_001297440	0.026	+	PDE4B	22615
chr1	65792509	66374579	NM_001037341	0.026	+	PDE4B	22616
chr2	142877625	143042316	NM_003937	0.026	+	KYNU	22617
chr2	142877625	143042316	NM_001199241	0.026	+	KYNU	22618
chr2	142877625	142989537	NM_001032998	0.026	+	KYNU	22619
chr16	21233694	21252429	NM_145865	0.026	+	ANKS4B	22620
chr7	97852116	97872165	NM_133436	0.026	-	ASNS	22621
chr7	97852116	97872165	NM_001178077	0.026	-	ASNS	22622
chr4	183233627	183240634	NR_126473	0.026	-	WWC2-AS1	22623
chr15	86083344	86116717	NR_120368	0.026	-	LINC01584	22624
chr13	36949770	36999367	NM_013338	0.026	-	ALG5	22625
chr13	36949770	36999367	NM_001142364	0.026	-	ALG5	22626
chr7	92198968	92246100	NM_194456	0.026	-	KRIT1	22627
chr7	92198968	92246100	NM_194455	0.026	-	KRIT1	22628
chr19	40775376	40777493	NM_006533	0.026	+	MIA	22629
chr21	38857538	38858862	NR_109926	0.026	+	LOC101928398	22630
chr12	101594930	101685880	NM_002465	0.026	+	MYBPC1	22631
chr12	101594930	101685880	NM_206819	0.026	+	MYBPC1	22632
chr12	101594930	101685880	NM_001254721	0.026	+	MYBPC1	22633
chr12	101594930	101685880	NM_001254720	0.026	+	MYBPC1	22634
chr12	101594930	101685880	NM_206821	0.026	+	MYBPC1	22635
chr12	101594930	101685880	NM_206820	0.026	+	MYBPC1	22636
chr12	101594930	101685880	NM_001254722	0.026	+	MYBPC1	22637
chr12	101594930	101685880	NM_001254723	0.026	+	MYBPC1	22638
chr12	101594930	101685880	NM_001254718	0.026	+	MYBPC1	22639
chr12	101594930	101685880	NM_001254719	0.026	+	MYBPC1	22640
chr17	752332	755336	NR_024120	0.026	+	DBIL5P	22641
chr4	53500076	53523276	NR_046622	0.026	+	LNX1-AS1	22642
chr7	130164714	130205498	NM_032842	0.026	-	TMEM209	22643
chr7	130164712	130205498	NM_001301163	0.026	-	TMEM209	22644
chr17	744420	752261	NM_015721	0.026	-	GEMIN4	22645
chr11	75400390	75400538	NR_000005	0.026	+	SNORD15A	22646
chr15	40531883	40532550	NR_002208	0.026	-	MRPL42P5	22647
chr20	872653	916317	NM_015985	0.026	-	ANGPT4	22648
chr10	96043401	96060868	NM_019084	0.026	+	CCNJ	22649
chr10	96043401	96060868	NM_001134376	0.026	+	CCNJ	22650
chr10	96043401	96060868	NM_001134375	0.026	+	CCNJ	22651
chr4	7097423	7103376	NR_027441	0.026	-	FLJ36777	22652
chr7	92198968	92245914	NM_194454	0.026	-	KRIT1	22653
chr7	92198968	92245914	NM_001013406	0.026	-	KRIT1	22654
chr22	32121976	32133469	NR_040114	0.026	+	AP1B1P1	22655
chr4	52789993	52815464	NR_040106	0.026	+	LOC152578	22656
chr2	170340516	170350943	NR_110576	0.026	-	LOC101929753	22657
chr7	92198968	92245898	NM_004912	0.026	-	KRIT1	22658
chr4	6909443	7033118	NM_001113361	0.026	+	TBC1D14	22659
chr14	63373891	63543361	NM_001282180	0.026	-	PPP2R5E	22660
chr14	63373891	63543361	NR_104104	0.026	-	PPP2R5E	22661
chr14	63373891	63543361	NM_006246	0.026	-	PPP2R5E	22662
chr14	63373891	63543361	NM_001282179	0.026	-	PPP2R5E	22663
chr19	40775176	40777493	NM_001202553	0.025	+	MIA	22664
chr6	28943783	28944538	NR_103538	0.025	+	LINC01556	22665
chr7	97852116	97872542	NM_001673	0.025	-	ASNS	22666
chr7	97852116	97872542	NM_001178076	0.025	-	ASNS	22667
chr7	97852116	97872542	NM_183356	0.025	-	ASNS	22668
chr7	97852116	97872542	NM_001178075	0.025	-	ASNS	22669
chrX	30241939	30244191	NM_002367	0.025	+	MAGEB4	22670
chr19	4542587	4559759	NM_032108	0.025	-	SEMA6B	22671
chr2	37196491	37204743	NR_037880	0.025	+	CEBPZOS	22672
chr2	37196491	37204743	NR_037879	0.025	+	CEBPZOS	22673
chr2	224470149	224585397	NM_001257197	0.025	-	CUL3	22674
chr2	224470149	224585397	NM_003590	0.025	-	CUL3	22675
chr5	134225756	134225852	NR_037434	0.025	+	MIR3661	22676
chr22	39399753	39431882	NM_006116	0.025	+	TAB1	22677
chr22	39399753	39437127	NM_153497	0.025	+	TAB1	22678
chr2	218135	256340	NM_001282687	0.025	-	SH3YL1	22679
chr22	39223679	39240909	NM_033016	0.025	-	PDGFB	22680
chr6	17763692	17987623	NM_001105566	0.025	-	KIF13A	22681
chr6	17763692	17987623	NM_001105567	0.025	-	KIF13A	22682
chr6	17763692	17987623	NM_022113	0.025	-	KIF13A	22683
chr6	17759182	17987623	NM_001105568	0.025	-	KIF13A	22684
chr6	17950405	17987623	NM_001243423	0.025	-	KIF13A	22685
chr15	75727669	75740077	NR_024595	0.025	-	DNM1P35	22686
chr1	109399030	109426486	NM_001199774	0.025	-	PSMA5	22687
chr3	52294218	52294308	NR_029677	0.025	-	MIR135A1	22688
chr1	109399030	109426459	NM_001199773	0.025	-	PSMA5	22689
chr8	28338647	28343354	NM_001284244	0.025	+	PNOC	22690
chr9	133082538	133087091	NR_001275	0.025	+	CELP	22691
chr1	109399030	109426448	NM_001199772	0.025	-	PSMA5	22692
chr1	109399030	109426448	NM_002790	0.025	-	PSMA5	22693
chr3	53846549	53865800	NM_018725	0.025	+	IL17RB	22694
chr17	76101011	76103787	NM_001282314	0.025	-	EXOC7	22695
chr17	76080992	76103787	NM_001145298	0.025	-	EXOC7	22696
chr17	76080992	76103787	NM_001145297	0.025	-	EXOC7	22697
chr17	76080992	76103787	NM_015219	0.025	-	EXOC7	22698
chr17	76080992	76103787	NM_001013839	0.025	-	EXOC7	22699
chr17	76080992	76103787	NM_001145299	0.025	-	EXOC7	22700
chr17	3860322	3890743	NM_172206	0.025	-	CAMKK1	22701
chr1	65793172	66374579	NM_002600	0.025	+	PDE4B	22702
chr11	14277919	14364506	NM_001177314	0.025	-	RRAS2	22703
chr10	4826176	4848059	NR_073125	0.025	+	AKR1E2	22704
chr10	4826176	4848059	NR_073127	0.025	+	AKR1E2	22705
chr10	4826176	4848059	NM_001271025	0.025	+	AKR1E2	22706
chr10	4826176	4848059	NM_001271021	0.025	+	AKR1E2	22707
chr10	4826176	4848059	NR_073126	0.025	+	AKR1E2	22708
chr10	4826176	4848059	NM_001040177	0.025	+	AKR1E2	22709
chr11	86791058	86811231	NM_001293180	0.025	+	PRSS23	22710
chr1	33011224	33036911	NR_037592	0.025	-	AK2	22711
chr1	33007939	33036911	NR_037591	0.025	-	AK2	22712
chr1	33011224	33036911	NM_001625	0.025	-	AK2	22713
chr1	33007939	33036911	NM_001199199	0.025	-	AK2	22714
chr1	33007939	33036911	NM_013411	0.025	-	AK2	22715
chr7	108023550	108130356	NM_007356	0.025	-	LAMB4	22716
chr11	119381777	119499233	NR_034160	0.025	+	USP2-AS1	22717
chr3	53816296	53846393	NM_018397	0.025	-	CHDH	22718
chr22	38778507	38794156	NM_005740	0.025	-	DNAL4	22719
chr11	119355214	119381726	NM_004205	0.025	-	USP2	22720
chr11	119355214	119381726	NM_001243759	0.025	-	USP2	22721
chr17	76080992	76103571	NM_001282313	0.025	-	EXOC7	22722
chr8	41490653	41510980	NM_001002296	0.025	+	GOLGA7	22723
chr11	31816565	31887041	NR_033971	0.025	+	DKFZp686K1684	22724
chr22	50217688	50244971	NM_020461	0.025	-	TUBGCP6	22725
chr4	152100752	152104716	NR_121628	0.025	+	LOC100996286	22726
chr5	56909259	56917338	NM_153706	0.025	+	SETD9	22727
chr5	56909259	56925532	NM_001171990	0.025	+	SETD9	22728
chr8	41490561	41510980	NM_016099	0.025	+	GOLGA7	22729
chr8	41490561	41510980	NM_001174124	0.025	+	GOLGA7	22730
chr20	32779851	32809356	NM_175850	0.025	+	DNMT3B	22731
chr1	226656079	226675068	NR_103784	0.025	-	ITPKB-IT1	22732
chr12	108880080	108900934	NM_001917	0.025	+	DAO	22733
chr15	41981581	42050703	NM_001206670	0.025	-	PLA2G4E	22734
chr4	152100817	152104716	NR_121627	0.025	+	LOC100996286	22735
chr1	6521346	6554598	NM_024654	0.025	-	NOL9	22736
